horse_id,horse_name,sire_ei,bms_ei,sire_win_rate,bms_win_rate,sire_runners,sire_progeny_prize,bms_runners,bms_progeny_prize,sire_rank_score,bms_rank_score,dam_prize,sire_prize,trainer_score,owner_score,breeder_score,birth_month,sire_age,dam_age,dam_sire_age,early_born,sire_young,dam_young,both_parents_young,sire_first_crop,dam_bms_gap_small,sale_price_log,foal_number,dam_breeding_age,total_dam_foals,sibling_classic,dam_progeny_quality,sire_classic_count,sire_classic_rate,sire_oaks_count,sire_oaks_rate,sire_derby_count,sire_derby_rate,bms_classic_count,bms_oaks_count,bms_oaks_rate,bms_derby_count,bms_derby_rate,dam_classic,sire_mean_prize,dam_high_class,sire_ei_trend,imported_dam,imported_sire_inter,imported_trainer_inter,imported_owner_inter,sire_dam_interaction,trainer_breeder_combo,owner_trainer_combo,bms_dam_interaction,score
2023107179,ダーリングハースト,1.45,5.04,0.251,0.524,334,320067.2,21,70191.7,96.0,54.0,0.0,68779.0,92.0,90.0,95.0,4,13.0,10.0,23.0,1,1.0,1.0,1.0,0.0,1.0,0.0,6.0,5.0,6,0,0.0,4,1.1976047904191618,2,0.5988023952095809,2,0.5988023952095809,1,0,0.0,1,4.761904761904762,0,958.2850299401198,0,0.5599999999999999,1,1.45,0.84,0.8,0.0,8740.0,8280.0,0.0,447.9457305127853
2023105300,スウィッチインラヴ,0.0,1.53,0.0,0.286,0,0.0,77,78247.1,0.0,60.0,0.0,119529.0,88.0,74.0,95.0,3,6.0,9.0,25.0,1,1.0,1.0,1.0,1.0,0.0,9.83633227734872,3.0,7.0,3,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,1.2987012987012987,0,0.0,0,0.0,1,0.0,0.76,0.48,0.0,8360.0,6512.0,0.0,440.9637698439201
2023107358,アルガルヴェ,0.0,2.02,0.0,0.231,0,0.0,147,196652.3,0.0,90.0,2836.0,61504.0,87.0,90.0,95.0,4,8.0,11.0,17.0,1,1.0,1.0,1.0,0.0,1.0,0.0,6.0,6.0,6,1,0.2,0,0.0,0,0.0,0,0.0,2,0,0.0,2,1.3605442176870748,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8265.0,7830.0,16.06001491831388,426.72578336900494
2023107283,コニーアイランド,0.0,0.69,0.0,0.2,0,0.0,5,2289.0,0.0,0.0,0.0,119529.0,89.0,90.0,95.0,2,6.0,10.0,18.0,1,1.0,1.0,1.0,1.0,1.0,0.0,5.0,6.0,5,1,0.25,0,0.0,0,0.0,0,0.0,1,1,20.0,0,0.0,0,0.0,0,0.0,1,0.0,0.78,0.8,0.0,8455.0,8010.0,0.0,425.0279143698199
2023107189,マジックパレス,0.55,1.1,0.329,0.256,79,28749.7,628,459826.7,0.0,100.0,12435.0,52358.0,87.0,90.0,95.0,1,7.0,9.0,21.0,1,1.0,1.0,1.0,1.0,1.0,0.0,3.0,7.0,3,0,0.0,0,0.0,0,0.0,0,0.0,3,2,0.3184713375796179,1,0.15923566878980894,0,363.920253164557,1,0.0,0,0.0,0.0,0.0,5.185592924148255,8265.0,7830.0,10.37118584829651,421.6434737665732
2023107191,マルガ,1.2,1.17,0.29,0.275,269,214897.6,528,411030.5,90.0,98.0,6419.0,53624.0,84.0,88.0,95.0,2,12.0,11.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,5.0,6.0,5,0,0.0,1,0.37174721189591076,0,0.0,1,0.37174721189591076,7,4,0.7575757575757576,3,0.5681818181818182,0,798.8758364312268,1,-0.20999999999999996,0,0.0,0.0,0.0,10.520608076020807,7980.0,7392.0,10.257592874120286,420.2828730832546
2023103822,フルールドール,1.45,1.17,0.251,0.275,334,320067.2,528,411030.5,96.0,98.0,3836.0,68779.0,85.0,90.0,85.0,2,13.0,10.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,3.0,7.0,3,0,0.0,4,1.1976047904191618,2,0.5988023952095809,2,0.5988023952095809,7,4,0.7575757575757576,3,0.5681818181818182,0,958.2850299401198,0,0.5599999999999999,0,0.0,0.0,0.0,11.96604683085808,7225.0,7650.0,9.655361925588933,418.7211642477383
2023107103,ダノンルミエール,0.0,0.83,0.0,0.205,0,0.0,273,150574.5,0.0,86.0,2817.0,58435.0,92.0,78.0,95.0,2,8.0,8.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2,0,0.0,0,0.0,0,0.0,0,0.0,2,2,0.7326007326007326,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8740.0,7176.0,6.5933396347406585,416.0553339888152
2023107309,ジリアート,1.45,1.04,0.251,0.274,334,320067.2,288,199310.0,96.0,92.0,88738.0,68779.0,88.0,82.0,95.0,4,13.0,9.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2,0,0.0,4,1.1976047904191618,2,0.5988023952095809,2,0.5988023952095809,1,0,0.0,1,0.3472222222222222,0,958.2850299401198,1,0.5599999999999999,0,0.0,0.0,0.0,16.520509396191358,8360.0,7216.0,11.849192946233801,406.3618120848288
2023106840,アドマイヤシュラ,1.45,1.04,0.251,0.274,334,320067.2,288,199310.0,96.0,92.0,8227.0,68779.0,90.0,78.0,95.0,2,13.0,9.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5,0,0.0,4,1.1976047904191618,2,0.5988023952095809,2,0.5988023952095809,1,0,0.0,1,0.3472222222222222,0,958.2850299401198,1,0.5599999999999999,0,0.0,0.0,0.0,13.072182463620628,8550.0,7020.0,9.375910180803762,404.91324309802354
